Wavelength [nm],Intensity(a.u.)
649.831,310.3263797
650.159,264.9935374
650.487,131.3273618
650.816,197.3278529
651.144,216.9950105
651.472,181.9955016
651.800,161.329326
652.129,242.9964836
652.457,152.330308
652.785,81.99746572
653.113,100.6646234
653.441,361.3317811
653.769,345.6656055
654.097,194.3327632
654.425,55.99992089
654.753,228.6670786
655.082,501.6675696
655.410,511.001394
655.738,440.001885
656.066,341.3357094
656.394,207.3362004
656.722,123.0033581
657.050,54.67051584
657.378,176.3376735
657.706,126.6714979
658.034,129.3386556
658.361,97.33914665
658.689,374.3396376
659.017,319.3401287
659.345,371.6739531
659.673,301.0077774
660.001,404.3416018
660.329,286.3420929
660.657,184.6759172
660.984,259.6764083
661.312,391.3435659
661.640,379.344057
661.968,176.0112147
662.296,168.6783724
662.623,335.3455301
662.951,320.6793545
663.279,172.0131788
663.607,24.3470032
663.934,110.6808276
664.262,112.6813186
664.590,21.3484763
664.917,163.015634
665.245,284.3494583
665.573,410.3499494
665.900,254.0171071
666.228,500.6842648
666.556,570.6847558
666.883,524.6852469
667.211,124.6857379
667.538,118.6862289
667.866,256.68672
668.193,356.0205443
668.521,300.0210354
668.849,286.6881931
669.176,338.6886841
669.504,315.3558418
669.831,234.3563328
670.158,217.3568239
670.486,205.6906482
670.813,202.3578059
671.141,73.02496367
671.468,122.0254547
671.796,113.359279
672.123,198.3597701
672.450,78.02692779
672.778,212.3607521
673.105,314.0279099
673.432,345.6950676
673.760,192.6955586
674.087,272.6960496
674.414,317.029874
674.742,411.3636984
675.069,274.3641894
675.396,265.3646804
675.723,169.0318381
676.051,134.6989958
676.378,66.36615355
676.705,90.6999779
677.032,278.7004689
677.359,219.3676266
677.687,253.3681177
678.014,100.0352754
678.341,324.0357664
678.668,193.0362574
678.995,37.37008179
679.322,56.70390618
679.649,187.0377305
679.976,275.7048883
680.303,168.0387126
680.630,175.0392036
680.958,244.7063614
681.285,142.0401857
681.612,85.04067673
681.939,59.37450112
682.266,232.7083255
682.592,299.7088165
682.919,439.3759742
683.246,314.3764652
683.573,353.3769563
683.900,191.7107807
684.227,107.7112717
684.554,153.7117627
684.881,277.0455871
685.208,326.0460781
685.535,140.3799025
685.861,281.7137269
686.188,409.7142179
686.515,448.714709
686.842,116.3818666
687.169,207.0490243
687.495,363.0495154
687.822,362.716673
688.149,202.7171641
688.476,170.7176552
688.802,375.7181462
689.129,295.3853039
689.456,122.3857949
689.782,54.71961927
690.109,285.0534437
690.436,315.7206014
690.762,191.387759
691.089,41.05491676
691.416,95.05540778
691.742,146.3892321
692.069,-8.943610142
692.395,144.3902142
692.722,192.3907053
693.049,198.057863
693.375,48.05835398
693.702,3.7255117
694.028,133.0593361
694.355,58.05982708
694.681,-29.93968187
695.008,79.72747585
695.334,734.7279669
695.660,2722.395125
695.987,5558.062282
696.313,8250.72944
696.640,9020.063264
696.966,6858.397089
697.292,3744.730913
697.619,1206.731404
697.945,456.3985618
698.271,225.3990528
698.598,131.7328772
698.924,226.4000349
699.250,314.4005259
699.577,242.7343503
699.903,81.06817468
700.229,122.4019991
700.555,210.0691568
700.882,184.0696478
701.208,28.07013883
701.534,24.73729652
701.860,90.07112088
702.186,128.7382786
702.513,125.072103
702.839,259.7392607
703.165,381.4064184
703.491,370.7402427
703.817,170.0740671
704.143,41.07455816
704.469,-0.924950848
704.795,116.7422069
705.121,99.74269789
705.447,342.7431889
705.774,549.4103466
706.100,1190.744171
706.426,1518.744662
706.752,1729.078486
707.077,1281.745644
707.403,725.4128018
707.729,275.0799595
708.055,226.4137839
708.381,364.0809416
708.707,327.414766
709.033,308.415257
709.359,176.0824147
709.685,197.416239
710.011,81.08339675
710.337,56.41722112
710.662,245.7510455
710.988,382.7515365
711.314,380.4186942
711.640,213.4191853
711.966,138.7530096
712.291,225.086834
712.617,189.7539917
712.943,112.4211494
713.269,65.75497375
713.594,61.08879813
713.920,128.4226225
714.246,121.4231135
714.571,160.0902712
714.897,316.4240956
715.223,212.0912533
715.548,183.0917444
715.874,115.758902
716.199,299.7593931
716.525,352.7598841
716.851,207.0937085
717.176,167.4275328
717.502,208.7613572
717.827,296.4285149
718.153,188.0956726
718.478,219.429497
718.804,160.0966547
719.129,172.0971457
719.455,0.430970098
719.780,203.7647945
720.106,257.4319522
720.431,311.4324432
720.756,147.7662676
721.082,212.1000919
721.407,204.7672496
721.733,153.101074
722.058,-21.56510164
722.383,-39.89794394
722.709,140.7692138
723.034,160.1030382
723.359,218.1035292
723.685,60.43735353
724.010,167.1045112
724.335,151.1050023
724.660,120.4388266
724.986,470.1059843
725.311,541.1064754
725.636,633.4402997
725.961,368.1074574
726.286,487.4412818
726.612,894.1084395
726.937,1249.775597
727.262,1396.442755
727.587,1158.443246
727.912,821.7770703
728.237,536.7775614
728.562,281.1113857
728.887,106.7785434
729.212,121.4457011
729.537,107.4461922
729.863,205.4466832
730.188,100.4471742
730.513,160.4476653
730.838,61.78148963
731.163,81.44864735
731.487,139.115805
731.812,213.7829627
732.137,89.78345378
732.462,17.11727813
732.787,11.11776917
733.112,145.1182602
733.437,217.7854179
733.762,212.4525756
734.087,313.7864
734.412,286.786891
734.736,180.4540487
735.061,44.45453974
735.386,49.78836411
735.711,186.4555218
736.036,145.7893462
736.360,158.4565039
736.685,178.4569949
737.010,401.1241526
737.335,615.1246437
737.659,1625.458468
737.984,2568.458959
738.309,3335.45945
738.633,2893.459941
738.958,1859.127099
739.283,1028.460923
739.607,406.4614142
739.932,329.4619053
740.257,67.79572964
740.581,127.4628873
740.906,160.4633784
741.230,192.7972028
741.555,76.79769377
741.879,52.13151815
742.204,129.7986758
742.528,199.1325002
742.853,111.7996579
743.177,88.13348227
743.502,166.4673067
743.826,253.4677977
744.151,239.801622
744.475,219.4687797
744.800,308.1359375
745.124,332.8030951
745.448,250.1369195
745.773,256.1374106
746.097,281.1379016
746.421,283.8050593
746.746,198.8055503
747.070,283.1393747
747.394,397.1398657
747.719,420.4736901
748.043,350.1408478
748.367,380.4746722
748.691,469.1418299
749.016,532.4756542
749.340,1246.809479
749.664,2901.143303
749.988,5162.810461
750.312,6465.810952
750.637,6587.811443
750.961,5997.145267
751.285,5356.145758
751.609,4315.146249
751.933,2897.14674
752.257,1531.147231
752.581,753.1477223
752.905,423.4815467
753.229,245.4820377
753.553,221.1491954
753.878,301.8163531
754.202,293.4835108
754.526,161.1506685
754.850,22.48449285
755.173,40.81831722
755.497,96.81880826
755.821,153.1526326
756.145,99.15312367
756.469,277.486948
756.793,223.4874391
757.117,244.1545968
757.441,250.4884211
757.765,271.8222455
758.089,252.4894032
758.412,121.4898942
758.736,178.1570519
759.060,312.4908763
759.384,301.158034
759.708,266.4918584
760.031,299.1590161
760.355,400.8261738
760.679,428.1599982
761.003,361.4938225
761.326,420.1609802
761.650,501.1614712
761.974,774.828629
762.297,2211.82912
762.621,7194.496278
762.945,14498.49677
763.268,20759.83059
763.592,21618.49775
763.916,16467.83158
764.239,9522.832066
764.563,3667.165891
764.886,1209.499715
765.210,413.1668726
765.533,414.1673637
765.857,295.8345214
766.180,246.5016791
766.504,177.1688368
766.827,354.1693278
767.151,349.5031522
767.474,244.8369765
767.798,227.8374676
768.121,219.5046253
768.445,160.171783
768.768,52.83894068
769.091,105.5060984
769.415,296.1732561
769.738,379.5070804
770.061,240.8409048
770.385,474.8413958
770.708,544.5085535
771.031,832.1757112
771.355,1649.509536
771.678,4525.510027
772.001,7784.843851
772.324,9883.177675
772.648,8700.844833
772.971,5796.511991
773.294,2787.845815
773.617,1036.512973
773.940,430.1801306
774.264,351.8472883
774.587,463.514446
774.910,448.514937
775.233,229.8487614
775.556,238.8492524
775.879,268.8497434
776.202,396.1835678
776.525,489.1840588
776.848,808.8512165
777.171,1177.851708
777.494,1082.185532
777.817,704.186023
778.140,317.5198473
778.463,198.5203384
778.786,111.1874961
779.109,88.52132044
779.432,103.8551448
779.755,256.5223025
780.078,144.5227936
780.401,19.85661791
780.724,-23.47622438
781.047,84.85759999
781.370,36.85809103
781.692,-120.4747513
782.015,-140.8075936
782.338,15.19289746
782.661,80.86005516
782.984,80.19387952
783.306,88.52770389
783.629,378.8615283
783.952,338.1953526
784.275,295.529177
784.597,148.529668
784.920,175.1968257
785.243,205.8639834
785.565,87.53114114
785.888,424.5316322
786.211,566.1987899
786.533,610.8659476
786.856,212.5331053
787.179,189.5335963
787.501,347.200754
787.824,349.5345784
788.146,275.5350694
788.469,183.8688938
788.791,351.5360515
789.114,243.2032092
789.436,60.87036689
789.759,-12.46247542
790.081,16.20468228
790.404,44.87183999
790.726,25.20566436
791.049,8.872822046
791.371,231.5399798
791.694,110.5404708
792.016,4.87429516
792.338,-46.12521382
792.661,239.5419439
792.983,336.8757683
793.305,300.8762593
793.628,469.543417
793.950,1408.543908
794.272,2456.211066
794.595,3152.878223
794.917,2979.212048
795.239,2272.545872
795.561,1267.546363
795.884,513.8801876
796.206,279.2140119
796.528,224.214503
796.850,225.5483273
797.172,8.882151715
797.494,74.21597608
797.817,41.54980046
798.139,64.88362481
798.461,-16.78255082
798.783,167.5512735
799.105,323.2184312
799.427,501.885589
799.749,769.5527467
800.071,1561.553238
800.393,2711.553729
800.715,3569.55422
801.037,3836.888044
801.359,3514.888535
801.681,2772.555693
802.003,1850.889517
802.325,874.8900083
802.647,424.8904993
802.969,220.557657
803.291,177.558148
803.613,67.22530573
803.935,11.89246343
804.256,135.5596211
804.578,242.8934455
804.900,206.5606032
805.222,59.56109424
805.544,9.561585272
805.866,-1.771257023
806.187,4.229234007
806.509,-2.436941621
806.831,28.56354942
807.153,3.897373781
807.474,-43.10213518
807.796,116.8983558
808.118,209.8988469
808.439,320.2326713
808.761,146.2331623
809.083,386.2336533
809.404,957.900811
809.726,2263.234635
810.047,3670.901793
810.369,5148.235617
810.691,7573.569442
811.012,9990.903266
811.334,11903.90376
811.655,10961.90425
811.977,7867.238073
812.298,4087.571897
812.620,1457.239055
812.941,533.9062124
813.263,353.9067034
813.584,339.5738611
813.906,234.2410188
814.227,392.5748432
814.548,539.9086676
814.870,561.2424919
815.191,361.242983
815.513,70.91014068
815.834,222.5772984
816.155,133.2444561
816.477,228.9116138
816.798,141.2454381
817.119,226.5792625
817.440,303.9130869
817.762,194.9135779
818.083,240.914069
818.404,100.91456
818.725,178.5817177
819.047,125.5822087
819.368,201.2493664
819.689,216.5831908
820.010,244.9170152
820.331,130.9175062
820.652,165.9179972
820.974,162.9184883
821.295,184.2523126
821.616,106.2528037
821.937,76.58662804
822.258,94.58711908
822.579,155.2542768
822.900,31.92143448
823.221,31.58859218
823.542,127.9224165
823.863,158.2562409
824.184,173.2567319
824.505,163.257223
824.826,362.9243807
825.147,605.9248717
825.468,1504.925363
825.789,3147.925854
826.110,4667.259678
826.430,5207.926836
826.751,4163.26066
827.072,2654.261151
827.393,1210.928309
827.714,492.9288
828.035,173.2626244
828.355,270.9297821
828.676,421.5969398
828.997,571.2640975
829.318,336.2645885
829.638,202.5984129
829.959,194.5989039
830.280,345.9327283
830.601,188.599886
830.921,185.9337103
831.242,86.26753471
831.563,210.9346924
831.883,145.2685168
832.204,102.9356745
832.524,143.6028322
832.845,169.9366565
833.166,179.9371476
833.486,753.2709719
833.807,785.271463
834.127,797.9386207
834.448,96.93911172
834.768,77.93960276
835.089,60.27342712
835.409,86.94058482
835.730,46.60774252
836.050,113.6082336
836.371,248.6087246
836.691,227.2758823
837.011,87.94303999
837.332,97.94353103
837.652,194.6106887
837.973,296.9445131
838.293,226.2783375
838.613,194.6121618
838.934,190.6126529
839.254,157.6131439
839.574,211.2803016
839.894,728.9474593
840.215,1626.281284
840.535,2315.948441
840.855,2347.948932
841.175,1936.949423
841.496,2119.616581
841.816,2983.617072
842.136,4102.950897
842.456,4208.951388
842.776,3301.951879
843.096,1762.95237
843.417,671.6195274
843.737,355.6200184
844.057,322.2871761
844.377,360.2876671
844.697,117.2881582
845.017,223.2886492
845.337,188.2891402
845.657,110.9562979
845.977,-152.3765444
846.297,-105.7093867
846.617,64.6244377
846.937,163.2915954
847.257,262.6254198
847.577,186.9592441
847.897,287.6264018
848.217,148.9602262
848.536,127.6273839
848.856,141.9612083
849.176,303.2950326
849.496,267.628857
849.816,211.629348
850.136,35.62983908
850.455,190.6303301
850.775,119.2974878
851.095,336.6313122
851.415,617.6318032
851.735,1034.298961
852.054,983.9661186
852.374,777.299943
852.694,574.6337674
853.013,553.6342584
853.333,362.9680828
853.653,261.6352405
853.972,125.9690648
854.292,273.6362225
854.612,111.9700469
854.931,131.6372046
855.251,13.30436229
855.570,305.97152
855.890,211.972011
856.209,221.6391687
856.529,104.9729931
856.848,266.9734841
857.168,250.6406418
857.487,155.6411329
857.807,125.3082906
858.126,298.9754483
858.446,294.642606
858.765,206.9764303
859.085,154.3102547
859.404,165.6440791
859.723,180.6445701
860.043,13.64506115
860.362,139.9788855
860.681,190.9793765
861.001,173.9798676
861.320,42.64702529
861.639,37.98084965
861.959,135.6480074
862.278,111.3151651
862.597,13.31565609
862.916,44.64948046
863.236,60.31663816
863.555,99.98379586
863.874,92.31762023
864.193,170.6514446
864.512,315.3186023
864.831,331.3190933
865.151,192.986251
865.470,383.9867421
865.789,378.3205664
866.108,448.9877241
866.427,94.98821517
866.746,60.65537287
867.065,169.3225306
867.384,185.9896883
867.703,181.656846
868.022,94.65733701
868.341,235.9911614
868.660,175.9916524
868.979,102.3254768
869.298,91.65930115
869.617,202.6597922
869.936,268.6602832
870.255,148.3274409
870.573,116.9945986
870.892,218.9950897
871.211,121.9955807
871.530,45.99607172
871.849,37.32989609
872.168,165.6637205
872.486,180.9975448
872.805,59.66470253
873.124,148.9985269
873.443,314.3323513
873.761,307.3328423
874.080,173.6666667
874.399,-18.66666667
874.718,115
875.036,101.6666667
875.355,81.33333333
875.674,32.66666667
875.992,101.6666667
876.311,112
876.629,-78.66666667
876.948,-70.66666667
877.267,-25.33333333
877.585,4
877.904,-151.6666667
878.222,-78.66666667
878.541,147.6666667
878.859,331.3333333
879.178,212.3333333
879.496,168.6666667
879.815,220.3333333
880.133,189.6666667
880.452,8
880.770,-112.6666667
881.088,38.66666667
881.407,190.6666667
881.725,65.66666667
882.043,56.33333333
882.362,10.66666667
882.680,15.33333333
882.998,-108.6666667
883.317,-71
883.635,263.3333333
883.953,285.3333333
884.271,311.3333333
884.590,237.6666667
884.908,329.6666667
885.226,230.3333333
885.544,13.66666667
885.863,28
886.181,115.6666667
886.499,316.6666667
886.817,175
887.135,123.6666667
887.453,52
887.771,111.3333333
888.089,67
888.407,123
888.725,220.3333333
889.043,180.6666667
889.361,67.33333333
889.679,98.66666667
889.997,253.6666667
890.315,242.6666667
890.633,81.33333333
890.951,160.3333333
891.269,129.6666667
891.587,76.66666667
891.905,-153
892.223,-18.66666667
892.541,132
892.859,119.3333333
893.176,-36
893.494,-18.66666667
893.812,225
894.130,289
894.448,196
894.765,50.66666667
895.083,57.33333333
895.401,9.333333333
895.719,-141.6666667
896.036,-95.33333333
896.354,29
896.672,221.3333333
896.989,-21.66666667
897.307,-54.33333333
897.625,-45.33333333
897.942,63
898.260,-30.33333333
898.577,15
898.895,82
899.213,99.33333333
899.530,-105.3333333
899.848,-19.33333333
900.165,198
900.483,299
900.800,343.6666667
901.118,241.3333333
901.435,228.6666667
901.752,170.6666667
902.070,93.66666667
902.387,103
902.705,83.66666667
903.022,87
903.339,68.33333333
903.657,120
903.974,279.6666667
904.291,226.3333333
904.609,74.66666667
904.926,42.33333333
905.243,127.3333333
905.560,139.3333333
905.878,-3.666666667
906.195,45.33333333
906.512,158.3333333
906.829,128.3333333
907.146,127.3333333
907.464,168
907.781,281.6666667
908.098,131.6666667
908.415,-9.666666667
908.732,6
909.049,113.6666667
909.366,92.66666667
909.683,-41.66666667
910.000,61
910.317,169.3333333
910.634,336
910.951,456.6666667
911.268,1432.333333
911.585,3355.333333
911.902,5143.666667
912.219,5805.666667
912.536,4576.333333
912.853,2845.333333
913.170,1212.333333
913.487,365
913.804,135.6666667
914.121,208
914.437,234
914.754,65.33333333
915.071,54.66666667
915.388,265
915.705,432.6666667
916.021,204
916.338,84.66666667
916.655,75.66666667
916.972,145.6666667
917.288,114.6666667
917.605,114
917.922,283
918.238,201.3333333
918.555,30
918.872,-82.66666667
919.188,49.33333333
919.505,132
919.821,140.3333333
920.138,266.3333333
920.454,368.6666667
920.771,605.3333333
921.088,373
921.404,448.6666667
921.721,424.3333333
922.037,601.6666667
922.353,571
922.670,467
922.986,342.6666667
923.303,214
923.619,-0.333333333
923.936,16.66666667
924.252,-14.66666667
924.568,48.66666667
924.885,-66
925.201,53
925.517,197.3333333
925.834,283.3333333
926.150,179.3333333
926.466,263.6666667
926.782,283.6666667
927.099,270.6666667
927.415,-2
927.731,30.66666667
928.047,170
928.363,154.3333333
928.679,67.66666667
928.996,73.66666667
929.312,185
929.628,206.3333333
929.944,-50.33333333
930.260,-94
930.576,5.333333333
930.892,100.3333333
931.208,24.66666667
931.524,25.33333333
931.840,124.6666667
932.156,153.3333333
932.472,2
932.788,78.33333333
933.104,235
933.420,268.6666667
933.736,96.33333333
934.052,110.3333333
934.368,195
934.684,332.6666667
934.999,202.6666667
935.315,208.6666667
935.631,271
935.947,244
936.263,110.6666667
936.578,-12.33333333
936.894,148
937.210,124
937.526,54.33333333
937.841,123
938.157,240
938.473,230.3333333
938.788,65
939.104,143.6666667
939.420,364
939.735,309.3333333
940.051,184.3333333
940.367,-3
940.682,88
940.998,98.33333333
941.313,5
941.629,-6
941.944,91.66666667
942.260,115.3333333
942.575,-11
942.891,-102.3333333
943.206,28
943.522,111
943.837,-40.66666667
944.153,21.66666667
944.468,104
944.783,132
945.099,-81.33333333
945.414,-162.3333333
945.729,112
946.045,86
946.360,79.66666667
946.675,156.6666667
946.991,502
947.306,388.6666667
947.621,144
947.936,-24.33333333
948.252,152.6666667
948.567,93.66666667
948.882,-108.6666667
949.197,-219.3333333
949.512,-123
949.827,-33.66666667
950.142,-115.3333333
950.458,109
950.773,183.6666667
951.088,285.3333333
951.403,12.33333333
951.718,117.6666667
952.033,195.6666667
952.348,167.3333333
952.663,-9.333333333
952.978,29.66666667
953.293,84
953.608,52.33333333
953.923,-72
954.238,-66.66666667
954.553,100
954.867,39.33333333
955.182,-49.33333333
955.497,-62.66666667
955.812,67
956.127,91
956.442,11.33333333
956.757,91.33333333
957.071,231.3333333
957.386,203.6666667
957.701,97.33333333
958.016,2.333333333
958.330,150
958.645,113.6666667
958.960,164.3333333
959.274,136
959.589,199.6666667
959.904,111.6666667
960.218,70
960.533,124
960.848,164.3333333
961.162,117
961.477,-47.66666667
961.791,23.66666667
962.106,146
962.420,188.3333333
962.735,-34.33333333
963.049,-3.333333333
963.364,61.33333333
963.678,197.3333333
963.993,-57
964.307,74
964.622,179.3333333
964.936,348
965.250,204.3333333
965.565,213.3333333
965.879,325.3333333
966.193,273.6666667
966.508,201.3333333
966.822,71.66666667
967.136,176.6666667
967.451,156
967.765,119.3333333
968.079,148.6666667
968.393,285
968.708,261.6666667
969.022,88.33333333
969.336,129
969.650,219.3333333
969.964,177.6666667
970.278,-49
970.592,20
970.907,229
971.221,224.3333333
971.535,-39.33333333
971.849,50
972.163,105.6666667
972.477,115.6666667
972.791,-6
973.105,67.66666667
973.419,318
973.733,243.3333333
974.047,101
974.361,93
974.675,115.6666667
974.989,125.6666667
975.302,149
975.616,118
975.930,282.3333333
976.244,601
976.558,607.6666667
976.872,552.3333333
977.185,218.6666667
977.499,216.3333333
977.813,88
978.127,163
978.441,264.6666667
978.754,294.6666667
979.068,32.66666667
979.382,-50
979.695,218.6666667
980.009,206.3333333
980.323,176.3333333
980.636,68.33333333
980.950,153.3333333
981.263,184.6666667
981.577,-31
981.891,79
982.204,157.3333333
982.518,168
982.831,-28.66666667
983.145,-43
983.458,36.33333333
983.772,-27.66666667
984.085,-109.6666667
984.399,-5.666666667
984.712,228.3333333
985.025,209.3333333
985.339,69
985.652,11.66666667
985.965,140.3333333
986.279,112.3333333
986.592,-10
986.905,-31.33333333
987.219,164.3333333
987.532,192.6666667
987.845,39
988.159,52
988.472,144
988.785,233.3333333
989.098,124
989.411,154
989.725,215.6666667
990.038,140.6666667
990.351,-42.33333333
990.664,3.333333333
990.977,74.66666667
991.290,103
991.603,-42.66666667
991.916,20
992.229,140
992.542,151
992.855,-80.33333333
993.168,-19.66666667
993.481,237.6666667
993.794,283.3333333
994.107,176
994.420,88.33333333
994.733,189.6666667
995.046,143.3333333
995.359,-154
995.672,-84
995.985,48.66666667
996.298,151.6666667
996.610,6.333333333
996.923,40.33333333
997.236,96.33333333
997.549,190
997.862,72
998.174,83.66666667
998.487,120
998.800,141.6666667
999.113,97.66666667
999.425,78.66666667
999.738,191.6666667
1000.051,181.3333333
1000.363,10.66666667
1000.676,6.666666667
1000.988,111
1001.301,167
1001.614,-79.66666667
1001.926,-113.6666667
1002.239,-15.66666667
1002.551,148.6666667
1002.864,-44.66666667
1003.176,20
1003.489,-3
1003.801,174
1004.114,-18
1004.426,43.33333333
1004.738,54.33333333
1005.051,96.33333333
1005.363,-88
1005.676,-61.33333333
1005.988,68
1006.300,27.66666667
1006.613,-8
1006.925,19.33333333
1007.237,255.3333333
1007.550,167.3333333
1007.862,-5
1008.174,9.333333333
1008.486,177.6666667
1008.799,245.6666667
1009.111,21.33333333
1009.423,54
1009.735,149.6666667
1010.047,204
1010.359,1.666666667
1010.671,63
1010.984,276
1011.296,301.3333333
1011.608,128.3333333
1011.920,82
1012.232,179.3333333
1012.544,154.6666667
1012.856,42.33333333
1013.168,116
1013.480,204.6666667
1013.792,187.6666667
1014.104,-37.66666667
1014.416,-59
1014.728,71
1015.039,93.66666667
1015.351,40.33333333
1015.663,59.66666667
1015.975,296.6666667
1016.287,260.6666667
1016.599,33.33333333
1016.911,19
1017.222,169.6666667
1017.534,221.6666667
1017.846,-48
1018.158,-25.33333333
1018.469,66
1018.781,155
1019.093,-83.33333333
1019.404,5.333333333
1019.716,75
1020.028,139
1020.339,-62
1020.651,-14.33333333
1020.963,261
1021.274,210.6666667
1021.586,62
1021.897,-99.66666667
1022.209,204.6666667
1022.520,208.3333333
1022.832,149.6666667
1023.143,-25.33333333
1023.455,57.66666667
1023.766,85.33333333
1024.078,-41
1024.389,31.33333333
1024.700,131.6666667
1025.012,143.3333333
1025.323,-17
1025.635,2
1025.946,308.6666667
1026.257,287
1026.569,152.6666667
1026.880,129.3333333
1027.191,163.3333333
1027.502,197.6666667
1027.814,-50.66666667
1028.125,-2.333333333
1028.436,71.66666667
1028.747,88.33333333
1029.059,-8
1029.370,10
1029.681,92
1029.992,111.6666667
1030.303,-53.33333333
1030.614,-39.33333333
1030.925,146.3333333
1031.236,114.6666667
1031.547,107
1031.858,74.66666667
1032.169,311
1032.480,163.3333333
1032.791,48
1033.102,-21
1033.413,148
1033.724,167
1034.035,95
1034.346,158.6666667
1034.657,249.3333333
1034.968,254
1035.279,14.66666667
1035.590,160.6666667
1035.901,249
1036.211,367.3333333
1036.522,81
1036.833,-4
1037.144,49.33333333
1037.454,81
1037.765,-13.33333333
1038.076,21.66666667
1038.387,84.33333333
1038.697,109.3333333
1039.008,-23
1039.319,25.33333333
1039.629,200.6666667
1039.940,265
1040.250,96
1040.561,125.3333333
1040.872,187.3333333
1041.182,239.6666667
1041.493,3.666666667
1041.803,74.66666667
1042.114,158
1042.424,291.6666667
1042.735,151.6666667
1043.045,297.6666667
1043.356,303.6666667
1043.666,177.3333333
1043.977,3.333333333
1044.287,15
1044.597,264
1044.908,166.6666667
1045.218,118
1045.528,49.66666667
1045.839,247.3333333
1046.149,122
1046.459,18.66666667
1046.770,-56.33333333
1047.080,52.66666667
1047.390,17
1047.700,-48.33333333
1048.010,62.66666667
1048.321,197.6666667
1048.631,124.3333333
1048.941,-79.66666667
1049.251,-83
1049.561,78.33333333
1049.871,7.333333333
1050.181,-204
1050.491,-214.6666667
1050.802,109.6666667
1051.112,296.3333333
1051.422,222
1051.732,133
1052.042,173.6666667
1052.352,42
1052.662,-114.6666667
1052.972,-51.66666667
1053.281,137
1053.591,94
1053.901,-120.6666667
1054.211,16.66666667
1054.521,226
1054.831,276.3333333
1055.141,104
1055.451,154.3333333
1055.760,427
1056.070,875
1056.380,823.3333333
1056.690,748.6666667
1056.999,378.3333333
1057.309,339.3333333
1057.619,179.6666667
1057.928,244
1058.238,324.6666667
1058.548,317
1058.857,248.6666667
1059.167,165
1059.477,373.6666667
1059.786,283
1060.096,240.3333333
1060.405,189.6666667
1060.715,409.6666667
1061.024,478
1061.334,291.3333333
1061.643,178.6666667
1061.953,204
1062.262,124
1062.572,3.333333333
1062.881,-62.66666667
1063.191,113.6666667
1063.500,108.6666667
1063.809,-83.33333333
1064.119,44.33333333
1064.428,145
1064.738,204
1065.047,-64
1065.356,-97
1065.665,-6
1065.975,105.3333333
1066.284,9.333333333
1066.593,117.3333333
1066.902,226
1067.212,275.6666667
1067.521,88
1067.830,27.33333333
1068.139,153
1068.448,310.6666667
1068.757,193.3333333
1069.066,135.6666667
1069.376,81.33333333
1069.685,-70.33333333
1069.994,-119
1070.303,94.33333333
1070.612,351.3333333
1070.921,260.3333333
1071.230,-29.66666667
1071.539,-99
1071.848,57
1072.157,4.333333333
1072.465,24
1072.774,68.33333333
1073.083,249
1073.392,127.6666667
1073.701,-54.66666667
1074.010,-94
1074.319,140.6666667
1074.628,184.3333333
1074.936,114.6666667
1075.245,101.6666667
1075.554,218.6666667
1075.863,157
1076.171,-22
1076.480,122.6666667
1076.789,357.3333333
1077.097,403.3333333
1077.406,53
1077.715,-0.333333333
1078.023,132.6666667
1078.332,212.6666667
1078.641,-19.33333333
1078.949,-59.66666667
1079.258,20.33333333
1079.566,74.33333333
1079.875,-90.66666667
1080.183,-19.33333333
1080.492,204.3333333
1080.800,156
1081.109,-85
1081.417,-86.66666667
1081.726,111.3333333
1082.034,164.6666667
1082.342,-22.33333333
1082.651,104.6666667
1082.959,190.3333333
1083.268,197.6666667
1083.576,100.3333333
1083.884,241.6666667
1084.192,396.3333333
1084.501,265.3333333
1084.809,44
1085.117,41.33333333
1085.426,296.3333333
1085.734,283.3333333
1086.042,111.6666667
1086.350,-45.33333333
1086.658,15
1086.966,-22
1087.275,-136
1087.583,-49.66666667
1087.891,96.33333333
1088.199,132.6666667
1088.507,-34
1088.815,142.6666667
1089.123,175.6666667
1089.431,215
1089.739,-103
1090.047,34.33333333
1090.355,253.6666667
1090.663,267
1090.971,52
1091.279,-88
1091.587,121.6666667
1091.895,276
1092.203,217.6666667
1092.510,91
1092.818,120.3333333
1093.126,103.3333333
1093.434,68.33333333
1093.742,122
1094.049,238.6666667
1094.357,157
1094.665,-41
1094.973,67.66666667
1095.280,198.3333333
1095.588,158
1095.896,-96.33333333
1096.203,88
1096.511,331
1096.819,498.3333333
1097.126,234.6666667
1097.434,111
1097.741,65
1098.049,58.66666667
1098.357,-130.6666667
1098.664,-83.66666667
1098.972,30.33333333
1099.279,97.66666667
1099.587,74.33333333
1099.894,221.3333333
1100.202,403
